Root,Case,Plot,Direction,N_Images,PAIe_Hinge,PAI_Hinge,Clumping_Hinge,PAIe_Miller,PAI_Miller,Clumping_Miller,FIPAR,FCOVER
DHP - RND - 4000x4000,Case 003,Plot04,up,10,0.764+/-0.022,0.827+/-0.025,0.92+/-0.04,0.798+/-0.023,0.937+/-0.027,0.851+/-0.035,0.705+/-0.006,0.24+/-0.05
DHP - RND - 4000x4000,Case 004,Plot04,up,10,1.353+/-0.019,1.462+/-0.034,0.925+/-0.025,1.448+/-0.032,1.84+/-0.04,0.786+/-0.024,0.899+/-0.005,0.76+/-0.09
DHP - RND - 4000x4000,Case 005,Plot04,up,10,1.28+/-0.04,1.49+/-0.04,0.86+/-0.04,1.198+/-0.034,1.57+/-0.05,0.762+/-0.032,0.871+/-0.006,0.25+/-0.09
DHP - RND - 4000x4000,Case 006,Plot04,up,10,1.13+/-0.07,1.43+/-0.08,0.79+/-0.07,1.11+/-0.05,1.55+/-0.07,0.72+/-0.05,0.853+/-0.008,0.23+/-0.08
DHP - RND - 4000x4000,Case 007,Plot04,up,10,1.09+/-0.07,1.71+/-0.16,0.64+/-0.07,1.12+/-0.05,1.87+/-0.12,0.60+/-0.05,0.840+/-0.013,0.39+/-0.11
DHP - RND - 4000x4000,Case 008,Plot04,up,10,0.400+/-0.015,0.420+/-0.015,0.95+/-0.05,0.422+/-0.012,0.461+/-0.014,0.92+/-0.04,0.470+/-0.007,0.18+/-0.05
DHP - RND - 4000x4000,Case 009,Plot04,up,10,1.10+/-0.07,1.86+/-0.09,0.59+/-0.05,0.99+/-0.05,2.11+/-0.11,0.468+/-0.033,0.816+/-0.014,0.23+/-0.07
DHP - RND - 4000x4000,Case 010,Plot04,up,10,1.78+/-0.09,2.74+/-0.15,0.65+/-0.05,1.59+/-0.05,2.87+/-0.10,0.554+/-0.027,0.947+/-0.005,0.31+/-0.09
DHP - RND - 4000x4000,Case 011,Plot04,up,10,1.42+/-0.06,1.91+/-0.11,0.74+/-0.05,1.30+/-0.04,1.91+/-0.08,0.68+/-0.04,0.901+/-0.005,0.27+/-0.06
DHP - RND - 4000x4000,Case 012,Plot04,up,10,1.66+/-0.06,2.25+/-0.18,0.74+/-0.07,1.59+/-0.04,2.30+/-0.10,0.690+/-0.035,0.934+/-0.004,0.37+/-0.05
DHP - RND - 4000x4000,Case 013,Plot04,up,10,2.67+/-0.07,3.00+/-0.04,0.891+/-0.025,2.69+/-0.04,3.215+/-0.029,0.838+/-0.014,0.9774+/-0.0027,0.450+/-0.026
DHP - RND - 4000x4000,Case 014,Plot04,up,10,1.78+/-0.08,2.80+/-0.16,0.63+/-0.05,1.65+/-0.05,2.78+/-0.09,0.593+/-0.025,0.938+/-0.005,0.33+/-0.08
DHP - RND - 4000x4000,Case 015,Plot04,up,10,1.88+/-0.10,3.36+/-0.17,0.56+/-0.04,1.72+/-0.05,3.27+/-0.11,0.526+/-0.024,0.947+/-0.005,0.35+/-0.09
DHP - RND - 4000x4000,Case 016,Plot04,up,10,2.78+/-0.09,3.83+/-0.11,0.726+/-0.033,2.61+/-0.08,4.23+/-0.12,0.615+/-0.026,0.9900+/-0.0011,0.42+/-0.09
DHP - RND - 4000x4000,Case 017,Plot04,up,10,2.67+/-0.09,3.32+/-0.11,0.80+/-0.04,2.58+/-0.06,3.76+/-0.08,0.685+/-0.022,0.9894+/-0.0011,0.42+/-0.08
DHP - RND - 4000x4000,Case 018,Plot04,up,10,0.372+/-0.020,0.444+/-0.025,0.84+/-0.07,0.314+/-0.014,0.446+/-0.027,0.70+/-0.05,0.475+/-0.012,0.035+/-0.019
DHP - RND - 4000x4000,Case 019,Plot04,up,10,0.42+/-0.07,0.98+/-0.16,0.43+/-0.10,0.33+/-0.04,0.86+/-0.12,0.39+/-0.07,0.47+/-0.04,0.040+/-0.029
DHP - RND - 4000x4000,Case 020,Plot04,up,10,0.69+/-0.04,0.96+/-0.07,0.72+/-0.07,0.667+/-0.029,1.03+/-0.05,0.64+/-0.04,0.693+/-0.014,0.23+/-0.07
DHP - RND - 4000x4000,Case 021,Plot04,up,10,0.82+/-0.05,1.07+/-0.06,0.77+/-0.06,0.819+/-0.035,1.17+/-0.05,0.70+/-0.04,0.737+/-0.012,0.25+/-0.09
DHP - RND - 4000x4000,Case 022,Plot04,up,10,0.197+/-0.020,0.24+/-0.04,0.81+/-0.15,0.196+/-0.014,0.243+/-0.021,0.81+/-0.09,0.274+/-0.011,0.11+/-0.04
DHP - RND - 4000x4000,Case 023,Plot04,up,10,0.208+/-0.015,0.232+/-0.019,0.89+/-0.10,0.207+/-0.012,0.244+/-0.017,0.85+/-0.08,0.283+/-0.008,0.12+/-0.04
DHP - RND - 4000x4000,Case 024,Plot04,up,10,2.52+/-0.09,3.50+/-0.12,0.72+/-0.04,2.26+/-0.06,3.59+/-0.07,0.631+/-0.020,0.9816+/-0.0020,0.53+/-0.06
DHP - RND - 4000x4000,Case 025,Plot04,up,10,1.29+/-0.10,2.43+/-0.19,0.53+/-0.06,1.23+/-0.07,2.90+/-0.17,0.42+/-0.04,0.887+/-0.010,0.20+/-0.07
DHP - RND - 4000x4000,Case 026,Plot04,up,10,1.35+/-0.10,2.82+/-0.22,0.48+/-0.05,1.27+/-0.08,3.17+/-0.18,0.401+/-0.034,0.899+/-0.010,0.20+/-0.07
DHP - RND - 4000x4000,Case 027,Plot04,up,10,1.41+/-0.11,3.16+/-0.25,0.45+/-0.05,1.31+/-0.08,3.43+/-0.19,0.382+/-0.032,0.909+/-0.010,0.21+/-0.07
DHP - RND - 4000x4000,Case 028,Plot04,up,10,3.26+/-0.16,5.28+/-0.16,0.62+/-0.04,2.79+/-0.08,5.36+/-0.11,0.520+/-0.018,0.9941+/-0.0013,0.57+/-0.06
DHP - RND - 4000x4000,Case 029,Plot04,up,10,1.43+/-0.12,2.56+/-0.27,0.56+/-0.07,1.48+/-0.07,2.61+/-0.15,0.57+/-0.04,0.863+/-0.017,0.58+/-0.09
DHP - RND - 4000x4000,Case 030,Plot04,up,10,1.68+/-0.12,3.42+/-0.27,0.49+/-0.05,1.59+/-0.07,3.25+/-0.14,0.488+/-0.030,0.935+/-0.009,0.35+/-0.09
DHP - RND - 4000x4000,Case 031,Plot04,up,10,1.51+/-0.07,2.51+/-0.15,0.60+/-0.05,1.33+/-0.05,2.46+/-0.10,0.541+/-0.031,0.909+/-0.008,0.26+/-0.08
DHP - RND - 4000x4000,Case 032,Plot04,up,10,1.70+/-0.13,3.40+/-0.27,0.50+/-0.05,1.54+/-0.06,3.11+/-0.14,0.497+/-0.030,0.938+/-0.009,0.31+/-0.08
DHP - RND - 4000x4000,Case 033,Plot04,up,10,2.291+/-0.015,2.317+/-0.015,0.989+/-0.009,2.442+/-0.013,2.513+/-0.014,0.972+/-0.008,0.9736+/-0.0005,0.712+/-0.012
DHP - RND - 4000x4000,Case 034,Plot04,up,10,1.52+/-0.04,1.69+/-0.09,0.90+/-0.05,1.642+/-0.022,1.82+/-0.05,0.902+/-0.026,0.9158+/-0.0022,0.545+/-0.009
DHP - RND - 4000x4000,Case 035,Plot04,up,10,0.65+/-0.10,2.0+/-0.4,0.32+/-0.08,0.54+/-0.05,1.61+/-0.19,0.33+/-0.05,0.711+/-0.025,0.016+/-0.016
DHP - RND - 4000x4000,Case 036,Plot04,up,10,2.15+/-0.04,2.33+/-0.04,0.922+/-0.024,2.23+/-0.04,2.65+/-0.04,0.842+/-0.019,0.9675+/-0.0011,0.54+/-0.06
DHP - RND - 4000x4000,Case 037,Plot04,up,10,2.47+/-0.05,2.96+/-0.08,0.834+/-0.029,2.47+/-0.04,3.17+/-0.06,0.778+/-0.019,0.9818+/-0.0010,0.54+/-0.05
DHP - RND - 4000x4000,Case 038,Plot04,up,10,0.42+/-0.07,0.92+/-0.16,0.45+/-0.11,0.33+/-0.04,0.83+/-0.11,0.40+/-0.07,0.47+/-0.04,0.040+/-0.029
DHP - RND - 4000x4000,Case 039,Plot04,up,10,3.083+/-0.029,3.143+/-0.032,0.981+/-0.014,3.289+/-0.018,3.418+/-0.021,0.962+/-0.008,0.99156+/-0.00022,0.806+/-0.011
DHP - RND - 4000x4000,Case 040,Plot04,up,10,3.843+/-0.025,3.915+/-0.027,0.982+/-0.009,4.145+/-0.020,4.321+/-0.022,0.959+/-0.007,0.99748+/-0.00009,0.879+/-0.007
DHP - RND - 4000x4000,Case 041,Plot04,up,10,4.572+/-0.024,4.674+/-0.032,0.978+/-0.008,4.946+/-0.022,5.170+/-0.026,0.957+/-0.006,0.99914+/-0.00004,0.916+/-0.004
DHP - RND - 4000x4000,Case 042,Plot04,up,10,0.63+/-0.09,1.80+/-0.34,0.35+/-0.08,0.53+/-0.05,1.57+/-0.18,0.34+/-0.05,0.701+/-0.025,0.016+/-0.016
DHP - RND - 4000x4000,Case 043,Plot04,up,10,1.30+/-0.12,2.45+/-0.26,0.53+/-0.07,1.07+/-0.06,2.21+/-0.15,0.48+/-0.04,0.895+/-0.013,0.14+/-0.06
DHP - RND - 4000x4000,Case 044,Plot04,up,10,0.63+/-0.11,1.9+/-0.4,0.33+/-0.09,0.47+/-0.05,1.45+/-0.19,0.33+/-0.05,0.70+/-0.04,0.049+/-0.034
DHP - RND - 4000x4000,Case 045,Plot04,up,10,1.46+/-0.12,3.17+/-0.24,0.46+/-0.05,1.41+/-0.08,3.43+/-0.16,0.412+/-0.029,0.907+/-0.009,0.38+/-0.12
DHP - RND - 4000x4000,Case 046,Plot04,up,10,1.88+/-0.12,3.32+/-0.16,0.56+/-0.04,1.85+/-0.09,3.69+/-0.14,0.501+/-0.031,0.957+/-0.006,0.52+/-0.09
DHP - RND - 4000x4000,Case 047,Plot04,up,10,1.99+/-0.05,2.25+/-0.04,0.886+/-0.029,1.938+/-0.032,2.306+/-0.028,0.840+/-0.017,0.951+/-0.004,0.237+/-0.031
DHP - RND - 4000x4000,Case 048,Plot04,up,10,2.377+/-0.024,2.455+/-0.024,0.968+/-0.014,2.498+/-0.022,2.687+/-0.026,0.929+/-0.012,0.9727+/-0.0007,0.705+/-0.015
DHP - RND - 4000x4000,Case 049,Plot04,up,10,2.28+/-0.04,2.48+/-0.04,0.921+/-0.022,2.44+/-0.04,2.88+/-0.04,0.846+/-0.018,0.9690+/-0.0010,0.58+/-0.08
DHP - RND - 4000x4000,Case 050,Plot04,up,10,2.22+/-0.06,2.57+/-0.06,0.865+/-0.030,2.27+/-0.04,2.93+/-0.06,0.775+/-0.020,0.9726+/-0.0011,0.55+/-0.08
DHP - RND - 4000x4000,Case 051,Plot04,up,10,1.73+/-0.08,2.36+/-0.10,0.73+/-0.05,1.67+/-0.05,2.67+/-0.08,0.627+/-0.028,0.939+/-0.004,0.44+/-0.09
DHP - RND - 4000x4000,Case 052,Plot04,up,10,1.38+/-0.08,2.07+/-0.11,0.66+/-0.05,1.24+/-0.05,2.28+/-0.10,0.543+/-0.033,0.902+/-0.009,0.17+/-0.08
DHP - RND - 4000x4000,Case 053,Plot04,up,10,0.41+/-0.10,1.30+/-0.29,0.32+/-0.11,0.46+/-0.07,1.30+/-0.18,0.35+/-0.07,0.50+/-0.05,0.24+/-0.12
DHP - RND - 4000x4000,Case 054,Plot04,up,10,1.30+/-0.12,2.45+/-0.26,0.53+/-0.07,1.07+/-0.06,2.21+/-0.15,0.48+/-0.04,0.895+/-0.013,0.14+/-0.06
DHP - RND - 4000x4000,Case 055,Plot04,up,10,1.39+/-0.12,2.46+/-0.20,0.57+/-0.07,1.14+/-0.07,2.28+/-0.15,0.50+/-0.04,0.894+/-0.013,0.19+/-0.06
DHP - RND - 4000x4000,Case 056,Plot04,up,10,1.01+/-0.08,1.60+/-0.16,0.63+/-0.08,0.85+/-0.05,1.44+/-0.10,0.59+/-0.05,0.812+/-0.017,0.16+/-0.06
DHP - RND - 4000x4000,Case 057,Plot04,up,10,1.29+/-0.05,1.77+/-0.10,0.73+/-0.05,1.230+/-0.029,1.76+/-0.05,0.700+/-0.027,0.885+/-0.005,0.36+/-0.04
DHP - RND - 4000x4000,Case 058,Plot04,up,10,1.29+/-0.05,1.81+/-0.11,0.71+/-0.05,1.230+/-0.030,1.79+/-0.06,0.686+/-0.027,0.874+/-0.005,0.34+/-0.05
DHP - RND - 4000x4000,Case 059,Plot04,up,10,1.43+/-0.05,1.97+/-0.12,0.73+/-0.05,1.351+/-0.031,1.89+/-0.06,0.715+/-0.028,0.898+/-0.005,0.380+/-0.029
DHP - RND - 4000x4000,Case 060,Plot04,up,10,2.26+/-0.07,3.05+/-0.12,0.74+/-0.04,1.99+/-0.05,2.92+/-0.07,0.682+/-0.024,0.9757+/-0.0022,0.50+/-0.05
DHP - RND - 4000x4000,Case 061,Plot04,up,10,2.23+/-0.09,3.12+/-0.13,0.72+/-0.04,1.92+/-0.06,3.04+/-0.09,0.631+/-0.027,0.9745+/-0.0026,0.47+/-0.05
DHP - RND - 4000x4000,Case 062,Plot04,up,10,3.12+/-0.12,4.31+/-0.17,0.72+/-0.04,2.85+/-0.08,4.21+/-0.11,0.677+/-0.027,0.9953+/-0.0004,0.59+/-0.04
DHP - RND - 4000x4000,Case 063,Plot04,up,10,0.41+/-0.05,0.57+/-0.07,0.72+/-0.12,0.38+/-0.04,0.65+/-0.07,0.58+/-0.08,0.500+/-0.016,0.06+/-0.04
DHP - RND - 4000x4000,Case 064,Plot04,up,10,0.51+/-0.07,0.71+/-0.08,0.72+/-0.12,0.58+/-0.05,0.89+/-0.07,0.65+/-0.08,0.562+/-0.018,0.31+/-0.12
DHP - RND - 4000x4000,Case 065,Plot04,up,10,2.98+/-0.15,4.80+/-0.24,0.62+/-0.04,2.72+/-0.10,4.94+/-0.16,0.551+/-0.026,0.9901+/-0.0022,0.74+/-0.06
DHP - RND - 4000x4000,Case 066,Plot04,up,10,1.98+/-0.10,2.72+/-0.12,0.73+/-0.05,1.98+/-0.07,3.10+/-0.12,0.640+/-0.034,0.9643+/-0.0035,0.55+/-0.09
DHP - RND - 4000x4000,Case 067,Plot04,up,10,2.56+/-0.11,3.37+/-0.12,0.76+/-0.04,2.38+/-0.08,3.64+/-0.11,0.653+/-0.030,0.9778+/-0.0024,0.73+/-0.07
DHP - RND - 4000x4000,Case 068,Plot04,up,10,2.11+/-0.10,3.16+/-0.14,0.67+/-0.04,2.18+/-0.07,3.78+/-0.12,0.577+/-0.027,0.9708+/-0.0031,0.49+/-0.09
DHP - RND - 4000x4000,Case 069,Plot04,up,10,2.23+/-0.10,3.02+/-0.12,0.74+/-0.04,2.01+/-0.06,3.13+/-0.10,0.641+/-0.027,0.9744+/-0.0021,0.48+/-0.08
DHP - RND - 4000x4000,Case 070,Plot04,up,10,1.77+/-0.08,2.45+/-0.10,0.72+/-0.04,1.70+/-0.07,2.77+/-0.11,0.613+/-0.035,0.947+/-0.005,0.50+/-0.08
DHP - RND - 4000x4000,Case 071,Plot04,up,10,1.19+/-0.06,1.54+/-0.08,0.77+/-0.06,1.24+/-0.04,1.67+/-0.05,0.744+/-0.033,0.850+/-0.009,0.44+/-0.07
DHP - RND - 4000x4000,Case 072,Plot04,up,10,1.09+/-0.05,1.42+/-0.05,0.77+/-0.05,1.05+/-0.04,1.53+/-0.05,0.684+/-0.032,0.840+/-0.008,0.16+/-0.08
DHP - RND - 4000x4000,Case 073,Plot04,up,10,0.71+/-0.05,0.98+/-0.08,0.72+/-0.08,0.82+/-0.04,1.26+/-0.07,0.65+/-0.05,0.678+/-0.015,0.35+/-0.08
DHP - RND - 4000x4000,Case 074,Plot04,up,10,2.40+/-0.10,3.12+/-0.13,0.77+/-0.05,2.33+/-0.08,3.45+/-0.13,0.676+/-0.034,0.9771+/-0.0021,0.57+/-0.07
DHP - RND - 4000x4000,Case 075,Plot04,up,10,1.59+/-0.04,1.71+/-0.04,0.934+/-0.033,1.607+/-0.028,1.878+/-0.033,0.856+/-0.021,0.9303+/-0.0020,0.509+/-0.026
